"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","focal_group"
"GO:0042773","ATP synthesis coupled electron transport","28/262","76/10170",0.368421052631579,14.3009240658899,18.925777517302,1.26143421373694e-25,1.45571441437734e-22,1.28739314880322e-22,"COX4I1/NDUFS5/NDUFS8/COX7A2/COX7C/COX5A/COX5B/COX6B1/PARK7/NDUFA6/NDUFA4/NDUFA2/NDUFA1/CHCHD2/NDUFB8/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/COX8A/COX6C/COX6A1/NDUFV2/NDUFB10/NDUFB9/NDUFB7/NDUFB2",28,"7"
"GO:0042775","mitochondrial ATP synthesis coupled electron transport","28/262","76/10170",0.368421052631579,14.3009240658899,18.925777517302,1.26143421373694e-25,1.45571441437734e-22,1.28739314880322e-22,"COX4I1/NDUFS5/NDUFS8/COX7A2/COX7C/COX5A/COX5B/COX6B1/PARK7/NDUFA6/NDUFA4/NDUFA2/NDUFA1/CHCHD2/NDUFB8/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/COX8A/COX6C/COX6A1/NDUFV2/NDUFB10/NDUFB9/NDUFB7/NDUFB2",28,"7"
"GO:0019646","aerobic electron transport chain","27/262","69/10170",0.391304347826087,15.1891802190508,19.2307594273263,1.39614553808568e-25,1.45571441437734e-22,1.28739314880322e-22,"COX4I1/NDUFS5/NDUFS8/COX7A2/COX7C/COX5A/COX5B/COX6B1/PARK7/NDUFA6/NDUFA4/NDUFA2/NDUFA1/NDUFB8/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/COX8A/COX6C/COX6A1/NDUFV2/NDUFB10/NDUFB9/NDUFB7/NDUFB2",27,"7"
"GO:0006119","oxidative phosphorylation","31/262","102/10170",0.303921568627451,11.7972608890885,17.8212781234183,2.54664196557979e-25,1.9914740170834e-22,1.76120396987992e-22,"COX4I1/NDUFS5/NDUFS8/COX7A2/COX7C/COX5A/COX5B/COX6B1/PARK7/NDUFA6/NDUFA4/NDUFA2/NDUFA1/CHCHD2/NDUFB8/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/COX8A/COX6C/NUPR1/COX6A1/NDUFV2/RHOA/UQCC2/NDUFB10/NDUFB9/NDUFB7/NDUFB2",31,"7"
"GO:0022904","respiratory electron transport chain","29/262","90/10170",0.322222222222222,12.5076335877863,17.8309213417879,1.44738867239494e-24,9.05486353450277e-22,8.00786827590297e-22,"COX4I1/NDUFS5/NDUFS8/COX7A2/COX7C/COX5A/COX5B/COX6B1/PARK7/NDUFA6/NDUFA4/NDUFA2/NDUFA1/CHCHD2/NDUFB8/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/COX8A/COX6C/COX6A1/NDUFV2/NDUFB10/NDUFB9/NDUFB7/NDUFB2/ETFB",29,"7"
"GO:0022900","electron transport chain","29/262","98/10170",0.295918367346939,11.4866022744976,16.9623783681502,2.27419741740933e-23,1.18561492027606e-20,1.04852470402662e-20,"COX4I1/NDUFS5/NDUFS8/COX7A2/COX7C/COX5A/COX5B/COX6B1/PARK7/NDUFA6/NDUFA4/NDUFA2/NDUFA1/CHCHD2/NDUFB8/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/COX8A/COX6C/COX6A1/NDUFV2/NDUFB10/NDUFB9/NDUFB7/NDUFB2/ETFB",29,"7"
"GO:0009060","aerobic respiration","32/262","141/10170",0.226950354609929,8.80948513886633,15.1844796489826,9.04977186900782e-22,4.04395520089378e-19,3.57636097319587e-19,"COX4I1/NDUFS5/NDUFS8/COX7A2/COX7C/COX5A/COX5B/COX6B1/PARK7/NDUFA6/NDUFA4/NDUFA2/NDUFA1/CHCHD2/NDUFB8/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/COX8A/COX6C/NUPR1/MDH2/COX6A1/NDUFV2/RHOA/UQCC2/NDUFB10/NDUFB9/NDUFB7/NDUFB2",32,"7"
"GO:0045333","cellular respiration","33/262","177/10170",0.186440677966102,7.23702936990555,13.6117275885102,1.37551929804204e-19,5.37828045534439e-17,4.75640094112433e-17,"COX4I1/NDUFS5/NDUFS8/COX7A2/COX7C/COX5A/COX5B/COX6B1/PARK7/NDUFA6/NDUFA4/NDUFA2/NDUFA1/CHCHD2/NDUFB8/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/COX8A/COX6C/NUPR1/MDH2/COX6A1/NDUFV2/RHOA/UQCC2/NDUFB10/NDUFB9/NDUFB7/NDUFB2/ETFB",33,"7"
"GO:0015980","energy derivation by oxidation of organic compounds","34/262","246/10170",0.138211382113821,5.3649227331968,11.2693146884294,5.7172334683867e-16,1.98705625434595e-13,1.75729702396728e-13,"COX4I1/NDUFS5/NDUFS8/COX7A2/COX7C/COX5A/COX5B/COX6B1/PARK7/NDUFA6/NDUFA4/NDUFA2/NDUFA1/CHCHD2/NDUFB8/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/PPP1CA/COX8A/COX6C/NUPR1/MDH2/COX6A1/NDUFV2/RHOA/UQCC2/NDUFB10/NDUFB9/NDUFB7/NDUFB2/ETFB",34,"7"
"GO:1902600","proton transmembrane transport","23/262","110/10170",0.209090909090909,8.11623872310895,12.2023824096614,4.27999137925169e-15,1.33878130342993e-12,1.18398077312352e-12,"COX4I1/NDUFS5/NDUFS8/COX5A/COX5B/COX6B1/NDUFA6/NDUFA4/NDUFA2/NDUFA1/NDUFB8/UQCR10/UQCRH/COX8A/ATP6V1F/NDUFV2/SLC25A3/SLC25A5/NDUFB10/NDUFB9/NDUFB7/NDUFB2/CYB5A",23,"7"
"GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","10/262","14/10170",0.714285714285714,27.7262813522356,16.2718891904934,9.93199043962268e-14,2.64704847113599e-11,2.34097569731639e-11,"COX4I1/COX7A2/COX7C/COX5A/COX5B/COX6B1/NDUFA4/COX8A/COX6C/COX6A1",10,"7"
