primerid,logFC,pvalue,padj,regulation
UPK3B,1.52617029605431,4.16838131950522e-65,2.54771466248159e-61,up
MS4A15,1.52279997097542,3.71699590231427e-59,1.13591394774724e-55,up
RTKN2,1.38018330411371,5.92806716123631e-44,9.05808662236909e-41,up
SPOCK2,1.15104237254971,2.82446634782946e-37,3.13875242144248e-34,up
TIMP3,1.09668277048964,4.73595295141724e-31,3.40542875753673e-28,up
AGER,1.01976211141195,9.76317581442232e-57,2.38690122310997e-53,up
COL4A3,0.99238389228715,2.0834527833397e-29,1.15764212834293e-26,up
CYP4B1,0.990541596266549,4.82992503982279e-30,2.95205018433969e-27,up
PCYOX1,0.976469087321735,3.71082048230136e-35,3.78008913130432e-32,up
CLDN18,0.939441402883125,3.43726684949606e-20,8.57492856494689e-18,up
LAMA3,0.93544752822002,6.2628349296026e-31,4.2531607877479e-28,up
IGFBP7,0.8955152390412,1.2488331780014e-20,3.18036182664356e-18,up
DENND3,0.894664343523396,3.48894360527092e-25,1.37576924615586e-22,up
VEGFA,0.870267828356199,7.73170812609856e-21,2.10027555852064e-18,up
DST,0.862109107001261,2.27231534176606e-21,7.5072385777698e-19,up
SLC1A1,0.848898646224873,5.62423883730078e-27,2.6442575210448e-24,up
NCKAP5,0.806601447559461,3.97828726714153e-21,1.157871036989e-18,up
ARHGEF26,0.796935922550857,1.91256258875872e-23,7.08459548029898e-21,up
NDNF,0.791278597208756,6.39679148678909e-18,1.30323965224183e-15,up
COL4A2,0.781859642529657,3.90330047017682e-21,1.157871036989e-18,up
SLC39A8,0.771958499665792,3.73153770078671e-29,1.98323116758334e-26,up
COL8A1,0.768332339217604,5.32971111516046e-18,1.16339979770931e-15,up
SUSD2,0.766360076215015,8.25053139031485e-22,2.80151376986691e-19,up
ITLN2,0.760071219041415,1.90769772084058e-23,7.08459548029898e-21,up
EMP2,0.740185557043828,8.99878662311429e-44,1.22223519645499e-40,up
ANKRD29,0.737507943028234,5.9922938788403e-18,1.24152204025329e-15,up
AQP4,0.734927580166616,5.23497437117148e-13,5.9805912816075e-11,up
TMT1A,0.719219048532942,3.38754296203296e-19,7.96333176305595e-17,up
GAS6,0.692737266773175,9.74797591316006e-15,1.38557276235429e-12,up
FOLR1,0.689274110099762,1.37015442087371e-17,2.65853454615241e-15,up
SPARC,0.684258108911722,5.68645824059919e-21,1.61654105890894e-18,up
ITM2B,0.684218566959268,3.15297886456364e-21,1.01426351685332e-18,up
HLA-C,0.680617805387019,1.96651861000144e-14,2.73167312371109e-12,up
EPB41L5,0.663645854998743,2.51606229386147e-16,4.45744137393661e-14,up
SEMA3B,0.651361313529828,7.54011083011154e-16,1.2626070518806e-13,up
UTRN,0.644943219075515,2.56045502085347e-12,2.69818984266489e-10,up
LY6E,0.633200727141682,1.64585458145685e-15,2.57934953893956e-13,up
BCAM,0.630403766340532,3.34704314098014e-21,1.04908347064978e-18,up
CYR61,0.622421636251192,1.30738531940528e-10,1.03106310609097e-08,up
UNC13D,0.619063271148368,1.11326951081368e-13,1.41756317710275e-11,up
GPRC5A,0.616258427721002,1.65918369084449e-30,1.0674663914149e-27,up
HEG1,0.615634775541328,3.83228678241995e-21,1.157871036989e-18,up
ZNF431,0.612866217684029,1.34259359595911e-17,2.64707485758131e-15,up
KAL1,0.612756036006536,5.5847991885081e-12,5.55029148620512e-10,up
ARAP2,0.606686610653567,1.40220595062802e-15,2.28540873873026e-13,up
SYNE2,0.605697343328548,3.0213269599255e-13,3.62085301550287e-11,up
CYBRD1,0.599341248477203,1.56538448947604e-12,1.70850535708528e-10,up
WFS1,0.597035796773531,7.15155110099507e-11,5.9877096341482e-09,up
GOLGA8B,0.594962441993194,7.28918507723118e-14,9.47904238128446e-12,up
FMO2,0.584278895185101,4.96661780647682e-10,3.48919172795245e-08,up
LAMA5,0.581824257821969,4.21430619710791e-15,6.28239987237159e-13,up
NPNT,0.577784392322378,5.67533155169866e-11,4.92023070127408e-09,up
COL12A1,0.548777732372942,1.0398656615511e-10,8.25410249792249e-09,up
CD55,0.539004134150526,2.90140107365181e-18,6.5679123563555e-16,up
PKDCC,0.536951102976547,4.97280147822412e-14,6.53629303976469e-12,up
CST3,0.521843518070208,5.71548307587395e-17,1.02744213411005e-14,up
CAV1,0.521799486646633,7.00331671267435e-22,2.44595838559232e-19,up
N4BP2L2,0.517217313751496,2.48655415338635e-10,1.8647630657052e-08,up
GPM6A,0.514702598068671,1.87533327730383e-13,2.2924073981762e-11,up
ITGA3,0.50915765851764,4.29852220240226e-09,2.43264515750765e-07,up
SESN1,0.502074005396637,2.43873880241053e-15,3.72639289008329e-13,up
PDPN,0.49623157056072,1.48771358888284e-15,2.39286985664524e-13,up
CADM1,0.491525349565085,1.95909137959463e-07,7.92977914707442e-06,up
MLLT4,0.485083704882568,1.86359179233843e-08,9.61204475508224e-07,up
GOLGA8A,0.483596337016556,1.6289597588583e-11,1.52003084673923e-09,up
ABCA8,0.481585963115783,1.08280663073594e-15,1.78867949379947e-13,up
CPM,0.481488357771528,1.22956321269013e-07,5.25530794123223e-06,up
LUC7L3,0.481313213004651,1.14340884216686e-13,1.44093089553069e-11,up
CLIC5,0.48043639743826,3.6463127193856e-07,1.37146235943906e-05,up
ALCAM,0.478362259625831,4.35086308437348e-07,1.60195633564402e-05,up
SLC2A3,0.476659842247251,8.28300666140567e-12,8.03583122452562e-10,up
NKX2-1,0.471878311245483,4.82510876871052e-07,1.76066058473783e-05,up
N4BP1,0.467259780977455,7.07173232823916e-11,5.96171420554451e-09,up
SEPP1,0.466297649665158,7.39505361012472e-07,2.59017579742592e-05,up
SCNN1B,0.465131574650146,3.89373383145757e-09,2.23460104956513e-07,up
ABCA1,0.464724317531544,4.3854390517554e-12,4.4673005807215e-10,up
SPTBN1,0.464230155103755,4.87182296804638e-10,3.44237941973405e-08,up
SFTA1P,0.462713832808352,6.16570018476103e-07,2.21024982576301e-05,up
CST6,0.461550824371962,9.137759890389e-08,4.03249014079838e-06,up
SCAMP2,0.461472345956756,2.90635866452846e-10,2.12738492905364e-08,up
EFEMP1,0.46114072153962,1.00073332170629e-08,5.3653351423411e-07,up
TMEM63B,0.45896985232586,7.47297161955682e-09,4.09639484652299e-07,up
LGALS3BP,0.453703277751376,2.82709354422535e-08,1.38233565938443e-06,up
HSPG2,0.447757023281587,1.33811789018964e-07,5.63884953451185e-06,up
CD46,0.447098105759744,7.19821946987165e-08,3.22311482782824e-06,up
LAMB2,0.446952773817548,2.5472762464762e-09,1.54914949437438e-07,up
DOCK4,0.438916488048418,1.38810590674325e-13,1.7314496534724e-11,up
RGCC,0.438462385242921,4.85225866623225e-05,0.00103514851546288,up
VPS13C,0.436301718750873,1.94747926266256e-09,1.22081982086088e-07,up
COL4A4,0.435920208904613,4.10945924936447e-09,2.33646650531308e-07,up
DAPK2,0.435554751687701,2.53843171567226e-07,1.0042003007242e-05,up
ORMDL1,0.431979621781771,6.93298185227336e-10,4.78806611085816e-08,up
PLXNA1,0.429641348443059,2.3165744680424e-10,1.75886995635716e-08,up
S100A4,0.429507436914276,0.0012735307068087,0.0157567200000299,up
NEDD4L,0.42511494805225,4.74315639128381e-09,2.65964879481896e-07,up
KLK11,0.421876496188783,1.232203669169e-09,8.0119455595329e-08,up
DDX17,0.420140561685811,7.62121950910197e-06,0.000208882931119423,up
NAV2,0.419819827837969,1.23319592582787e-11,1.16857263545116e-09,up
RABAC1,0.41915332359787,1.60945461176802e-06,5.15025475765767e-05,up
ERBB2,0.416531189551012,1.86357688360806e-09,1.17424555800128e-07,up
