primerid,logFC,pvalue,padj,regulation
ABCG1,,0.0217635213370871,0.124084554489064,stable
ABTB2,,0.0226089474915693,0.127078756409933,stable
ACP3,,0.0299850775215586,0.151461813067576,stable
ADAMTS9,,0.00590599157755888,0.0506630463467226,stable
ADM,,0.0302766553958945,0.152556403775521,stable
ANK2,,0.0158432218561261,0.0998286309120031,stable
ARG2,,0.00108440043978562,0.0138878454060733,stable
ARHGAP10,,0.0194428033074831,0.115336882511346,stable
BAMBI,,0.0231742103089355,0.129407087577905,stable
BATF,,0.00681365861067807,0.0560499077099116,stable
C19orf59,,0.00285199442862241,0.0296452209995581,stable
C1QTNF4,,0.037950057046095,0.176236471890982,stable
C1QTNF9B-AS1,,0.0240397973182864,0.132286724118577,stable
C8orf34,,0.000353214746537274,0.00553550905342517,stable
CBLN3,,0.0493019411725632,0.207744546326581,stable
CCL18,,0.00147982388626729,0.0177173038058094,stable
CCL4L2,,0.0185727450110743,0.112115177785369,stable
CCRL2,,0.0100508794598895,0.0734381055096765,stable
CD96,,0.0284056058545033,0.146696293183544,stable
CENPW,,0.00654230607923459,0.0543665190432112,stable
CHIA,,0.0382105508133111,0.176993472202317,stable
CHST15,,0.000855836960106757,0.0114838100991712,stable
COL6A2,,0.013749180839629,0.0907505327125405,stable
CREB5,,0.00793895599004771,0.0618524036700339,stable
CRISPLD2,,0.0430301148070114,0.189413080086751,stable
CTAG2,,0.0232144655953385,0.129517858255325,stable
CTH,,0.0199654296485523,0.117271520681829,stable
CYTIP,,0.0330234340365705,0.161642320933939,stable
DET1,,0.00103265237866154,0.0132875186071144,stable
DSP-AS1,,0.0235815028874564,0.130720271515469,stable
E2F3,,0.0286904731443844,0.147420068817551,stable
EDA2R,,0.0524148330946757,0.216825353553068,stable
EDN2,,0.00281115768108286,0.0293098408081778,stable
EFCAB10,,0.0499961344183495,0.209729837724744,stable
EFHD1,,0.023450989760036,0.130208545814855,stable
ELL3,,0.0276762877243277,0.144517275156849,stable
ELOVL6,,0.00554387096060835,0.0485794111989079,stable
EPM2A-DT,,0.0481210107874024,0.203867849892076,stable
ERC2,,0.0199242960079421,0.117093555000521,stable
ERRFI1-DT,,0.0105497662424328,0.0760827979631259,stable
FAM153A,,0.0384149044994515,0.177557128537097,stable
FAM211A,,0.00016751470041712,0.00296768072159257,stable
FAM212A,,0.0123909642574561,0.0842420172876215,stable
FUT3,,0.00305396456227936,0.031135665395582,stable
GARIN4,,0.0383920727603261,0.177557128537097,stable
GPR64,,0.0180927505917229,0.109978012547598,stable
GRHL1,,0.0252039416481055,0.135783597490719,stable
