primerid,logFC,pvalue,padj,regulation
AIF1L,,0.0515885381361027,0.207235718099152,stable
AIM1L,,1.63166322828277e-06,6.31185167801536e-05,stable
APRG1,,0.0196001913161232,0.111283204202643,stable
ARHGAP39,,0.0416238742594797,0.18196882980705,stable
BTK,,0.00953560062140222,0.0688500779657535,stable
C10orf2,,0.0122566384646123,0.0812840537973039,stable
C11orf84,,0.00132407414561462,0.01696591441928,stable
C12orf55,,0.0641553694076372,0.236273008813652,stable
C1orf145,,0.0741021295750102,0.257936320065542,stable
C1orf162,,0.00574278430136548,0.0490907659439802,stable
C2orf40,,0.0602565200397562,0.227689552076037,stable
C2orf44,,0.00306466699629134,0.0318558583015861,stable
CACNA1S,,0.0526542225789604,0.209656422412121,stable
CASC10,,0.0389940206532955,0.174537864689082,stable
CCDC37,,0.0958948768775354,0.30486839400546,stable
CCDC64,,0.00547157171287871,0.0472681926630596,stable
CCDC78,,0.0982013413919106,0.309703206238866,stable
CD22,,0.0294884683029689,0.146887452962143,stable
CD244,,0.00688986680074286,0.056260341865251,stable
CDYL2,,0.00115706941395843,0.0153945210254715,stable
CFAP184,,0.0559800602969499,0.217860635807041,stable
CHI3L1,,0.102489934012038,0.318140414769718,stable
COL6A3,,0.0532581888498328,0.210965477161464,stable
COLGALT2,,0.0748127393174548,0.259295939247705,stable
CTHRC1,,0.0367932273764975,0.168449592303485,stable
CYP2D6,,0.0242855303751651,0.129261097146397,stable
CYP46A1,,0.0419832731576876,0.18282380423603,stable
CYP4F35P,,0.0167563643756316,0.100636250591396,stable
DENND3-AS1,,0.00855776589188541,0.0640208875534928,stable
DFNB59,,0.0381765435457053,0.172086953266106,stable
DNAJB5,,0.0574293424698351,0.221778474924287,stable
EPHA1-AS1,,0.0244997616975655,0.129898565333639,stable
FAM212A,,0.0282607693734254,0.143047471975466,stable
FAM86B1,,0.00999163992058075,0.0710521915138093,stable
FGF2,,0.000446787246436158,0.00739067426776293,stable
FLVCR1-AS1,,0.047024350318507,0.195767756023281,stable
FOLR3,,0.0114659307960968,0.0774790149538347,stable
FRMD6,,0.0318797001427322,0.154213476274143,stable
GASK1B-AS1,,0.00870864935656997,0.0647927752493678,stable
GATM,,0.000807072986765097,0.0115930202000194,stable
GIMAP7,,0.0761770606377043,0.26258977494663,stable
GNAZ,,0.00820591546432918,0.0623425174866127,stable
GNG11,,0.0120468971477516,0.0802513736970656,stable
GNMT,,0.0273280931581125,0.139598249379343,stable
GPR64,,0.0313524153485432,0.152491583349907,stable
GREM2,,0.000212790239898903,0.00409629589373889,stable
GUCA2A,,0.0250993286810043,0.131843179840191,stable
HENMT1,,0.0177706126382265,0.104637749946859,stable
HEPFAL,,0.0427975868008667,0.183951371678549,stable
IL10RB-AS1,,0.045774939729537,0.192099509075573,stable
ITGA10,,0.0783509189436624,0.267381807137724,stable
ITPRID2-DT,,0.0625206491753408,0.233502112899287,stable
KDELC1,,0.00927666851602903,0.0674988071071065,stable
KHDC1,,0.068722434417044,0.247511496629567,stable
KIF3C,,0.0303274166591586,0.149665862430987,stable
KLK5,,0.0018881380905867,0.0224301263550357,stable
KLRK1-AS1,,0.0176431330817921,0.104206454597871,stable
LA16c-431H6.6,,0.0245265894904942,0.129898565333639,stable
