"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","focal_group"
"GO:0006986","response to unfolded protein","22/163","124/10170",0.17741935483871,11.0696615871759,14.3982631615589,2.64185696839392e-17,7.84367333916154e-14,6.15413628532183e-14,"VCP/DNAJA1/DDIT3/BAG3/HSP90AB1/ATF3/HERPUD1/HSPD1/HSPH1/XBP1/DNAJB1/DNAJB4/PPP1R15A/HSP90AA1/HSPA6/HSPA5/HSPA8/HSPE1/HSPA1A/NFE2L2/HSPB1/SERPINH1",22,"5"
"GO:0035966","response to topologically incorrect protein","22/163","139/10170",0.158273381294964,9.87509378999867,13.4458794171259,3.33704693538041e-16,4.95384617557221e-13,3.88678150947202e-13,"VCP/DNAJA1/DDIT3/BAG3/HSP90AB1/ATF3/HERPUD1/HSPD1/HSPH1/XBP1/DNAJB1/DNAJB4/PPP1R15A/HSP90AA1/HSPA6/HSPA5/HSPA8/HSPE1/HSPA1A/NFE2L2/HSPB1/SERPINH1",22,"5"
"GO:0042026","protein refolding","10/163","22/10170",0.454545454545455,28.3602900167317,16.3954289562201,4.64654528043583e-13,4.59853097920466e-10,3.6080016510893e-10,"DNAJA1/HSPD1/HSP90AA1/HSPA6/HSPA5/HSPA8/HSPA1B/HSPA1A/HSPB1/CRYAB",10,"5"
"GO:0051085","chaperone cofactor-dependent protein refolding","10/163","29/10170",0.344827586206897,21.5147027713137,14.1190284264283,1.30694114194561e-11,9.70077062609131e-09,7.6112124924359e-09,"HSPH1/DNAJB1/DNAJB4/HSPA6/HSPA5/HSPA8/HSPE1/PTGES3/HSPA1B/HSPA1A",10,"5"
"GO:0009266","response to temperature stimulus","16/163","111/10170",0.144144144144144,8.99353341071132,10.8069677592085,1.98143646996944e-11,1.17657697586785e-08,9.23140822745763e-09,"VCP/DNAJA1/CDKN1A/BAG3/HSP90AB1/HSPD1/NFKBIA/DNAJB1/DNAJB4/HSP90AA1/HSPA6/ADRB2/HSPA1B/HSPA1A/HSPB1/CRYAB",16,"5"
"GO:0001944","vasculature development","30/163","457/10170",0.0656455142231947,4.09579680766804,8.64240928587092,2.94637712864043e-11,1.45796561582224e-08,1.14391799748794e-08,"ARHGAP24/DDIT3/BTG1/ZFP36L1/IGFBP7/EGR1/C3/SAT1/YWHAZ/EFNA1/ID1/XBP1/SOCS3/ERRFI1/ANXA1/F3/RHOB/JUNB/KLF2/ACTG1/NR4A1/NFE2L2/SOX4/STAT3/EDN1/HSPB1/KLF5/TNFRSF12A/ANG/NDNF",30,"5"
"GO:0048545","response to steroid hormone","21/163","219/10170",0.0958904109589041,5.98285570215984,9.51366776454299,3.74942085357297e-11,1.51297119620279e-08,1.18707530701344e-08,"DNAJA1/ZFP36L1/ZFP36L2/CDKN1A/IGFBP7/NR3C1/FOSB/DDX5/JUN/ERRFI1/FOS/ANXA1/ZFP36/HSPA8/JUNB/PTGES3/HSPA1B/HSPA1A/EDN1/CLDN4/SDC1",21,"5"
"GO:0001568","blood vessel development","29/163","433/10170",0.0669745958429561,4.17872171609119,8.62710031600559,4.07671592105837e-11,1.51297119620279e-08,1.18707530701344e-08,"ARHGAP24/DDIT3/BTG1/ZFP36L1/IGFBP7/EGR1/C3/SAT1/YWHAZ/EFNA1/ID1/XBP1/SOCS3/ANXA1/F3/RHOB/JUNB/KLF2/ACTG1/NR4A1/NFE2L2/SOX4/STAT3/EDN1/HSPB1/KLF5/TNFRSF12A/ANG/NDNF",29,"5"
"GO:0006458","'de novo' protein folding","11/163","45/10170",0.244444444444444,15.2515337423313,12.2278843430676,8.10381802460932e-11,2.67335952389612e-08,2.09751453666204e-08,"HSPD1/HSPH1/DNAJB1/DNAJB4/HSPA6/HSPA5/HSPA8/HSPE1/PTGES3/HSPA1B/HSPA1A",11,"5"
"GO:0009408","response to heat","13/163","73/10170",0.178082191780822,11.1110177325826,11.0647371122404,1.06934011241596e-10,3.174870793763e-08,2.49099965134371e-08,"VCP/DNAJA1/CDKN1A/BAG3/HSP90AB1/DNAJB1/DNAJB4/HSP90AA1/HSPA6/HSPA1B/HSPA1A/HSPB1/CRYAB",13,"5"
