primerid,logFC,pvalue,padj,regulation
S100A4,1.4000350706806,4.64677581408439e-15,2.46966032832033e-12,up
HINT1,1.03324750232421,1.17041106231893e-17,7.94839156988146e-15,up
BRI3,1.02413252312078,1.76949741968651e-14,8.65213458329914e-12,up
CCND1,1.00348202219073,9.60712995486977e-13,3.17398801536022e-10,up
TMSB4X,0.983965096973782,1.59170674372974e-24,3.89140464707046e-21,up
PRDX5,0.975019411332947,9.54884859661365e-18,6.86618383794148e-15,up
GPX4,0.973480669815031,8.36271135421571e-13,2.83960509983147e-10,up
COX6C,0.956543534277484,3.68265332545991e-13,1.31168586010479e-10,up
TNNC1,0.940541754836991,2.28993333801894e-14,1.07662096630552e-11,up
EEF1A1,0.936014410701085,8.74347786434584e-27,3.56267578045878e-23,up
GNB2L1,0.927178305508677,7.55250419663353e-14,3.41932634443142e-11,up
YBX1,0.920553315825112,3.11420232937051e-13,1.18962528981953e-10,up
TMSB10,0.908691784851049,2.24893108452476e-21,3.43636669715383e-18,up
TPT1,0.907983430162695,1.33266566290793e-19,1.48095500576242e-16,up
CKB,0.835660576520734,1.69417969494456e-09,3.28724644301623e-07,up
GNAS,0.834611709378213,3.01013786080735e-09,5.33274278413174e-07,up
TOMM7,0.829942363951602,1.62123306149869e-09,3.1964440231871e-07,up
RRAS,0.827080675750557,4.07256285399114e-11,1.0822393114606e-08,up
VAMP8,0.826948078912939,2.5391195947247e-11,6.89737731686994e-09,up
FTH1,0.822142145396622,7.23376868504659e-20,8.84255884060095e-17,up
NDUFA4,0.819583812277054,8.8512246627869e-12,2.63896025068066e-09,up
CLTB,0.817851799525601,2.3497873296954e-11,6.52813643595377e-09,up
GGTLC1,0.816297739018758,2.12729802673935e-08,3.2916570985901e-06,up
FAU,0.806162243819076,2.870914247341e-13,1.13206631482246e-10,up
ARPC2,0.804498377779794,4.76379243325327e-10,1.03986783400157e-07,up
MYL6,0.804427299205502,8.70493281257079e-24,1.77348497834775e-20,up
UBA52,0.803902459574807,2.19923434887095e-09,4.20053760634351e-07,up
CYSTM1,0.790579173753149,2.39603208397657e-09,4.5060147991584e-07,up
SLC25A5,0.789386134958767,6.77915137596297e-09,1.1351828276681e-06,up
S100A11,0.785467012217094,1.25811268161182e-12,4.04714984737444e-10,up
COX4I1,0.777569281770961,2.13951829827041e-11,6.0878474971429e-09,up
CHCHD2,0.775457916554,1.49609447839177e-10,3.51697286612712e-08,up
ADIRF,0.774794291172573,6.79195453896285e-10,1.4565763558646e-07,up
GSTP1,0.771330384091304,2.94495177978942e-21,3.99989895068287e-18,up
TAGLN,0.761712104299886,8.17842859916792e-07,6.75493994569113e-05,up
LGALS1,0.761618063736959,4.19701876162842e-08,5.63784146616987e-06,up
KRT8,0.761354679536722,1.34176749729206e-08,2.13009946583093e-06,up
GAPDH,0.7603785041452,2.2351277799857e-08,3.37311135586978e-06,up
NDUFB2,0.756106743455812,9.96495562432156e-10,2.03019362586178e-07,up
PTMS,0.740748772150475,6.77614855078973e-09,1.1351828276681e-06,up
EEF1D,0.737811006364622,8.34773575535625e-10,1.7593572736806e-07,up
ZFAS1,0.73749282814469,1.81129832294285e-07,1.97690274104048e-05,up
MIF,0.731854705058186,2.97227559387088e-09,5.33274278413174e-07,up
HOPX,0.730742585676219,6.06380447455236e-17,3.90126031036463e-14,up
CSTB,0.728438334789036,1.20262945706767e-08,1.96012566442603e-06,up
UQCRQ,0.723977929330363,1.33836463004098e-08,2.13009946583093e-06,up
OAZ1,0.720196297629825,1.72115820328467e-10,3.96970525980223e-08,up
TAGLN2,0.720070060248217,2.87267828658684e-12,9.00400496800962e-10,up
IFI27,0.713178274711046,3.80505840825929e-07,3.57792569096628e-05,up
ATP5MK,0.712466290430276,4.86618556002058e-07,4.31045306418055e-05,up
SFTPC,0.711316315167985,6.87907206918544e-05,0.00290968086414266,up
NACA,0.710134128685469,1.19530974049957e-08,1.96012566442603e-06,up
MYL12A,0.709168915830833,3.68553814084506e-13,1.31168586010479e-10,up
S100A10,0.706873067629328,5.45856572890485e-18,4.1703442168833e-15,up
ATP5E,0.705446372665926,1.34680811314589e-10,3.22811419119518e-08,up
ATP5L,0.701898732304364,2.389846854919e-07,2.4757193181805e-05,up
S100A6,0.699297962208415,4.87880245113524e-18,3.97589874417847e-15,up
DSTN,0.696495575833312,1.88812520523394e-13,7.95877327888957e-11,up
