"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","focal_group"
"GO:0042773","ATP synthesis coupled electron transport","44/352","76/10170",0.578947368421053,16.7269736842105,26.0566900847007,3.61642860880339e-45,6.12984649192175e-42,5.48174441755461e-42,"COX4I1/GHITM/NDUFS5/NDUFS6/NDUFS8/UQCRC1/COX7A2/COX7B/COX7C/COX5A/COX5B/COX6B1/PARK7/NDUFA12/COX7A2L/NDUFC1/NDUFA6/NDUFA4/NDUFA2/NDUFA1/CHCHD2/NDUFAB1/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/SDHC/SDHB/COX8A/COX6C/NDUFS7/COX6A1/NDUFV2/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/NDUFA3/PINK1/NDUFB5",44,"1"
"GO:0042775","mitochondrial ATP synthesis coupled electron transport","44/352","76/10170",0.578947368421053,16.7269736842105,26.0566900847007,3.61642860880339e-45,6.12984649192175e-42,5.48174441755461e-42,"COX4I1/GHITM/NDUFS5/NDUFS6/NDUFS8/UQCRC1/COX7A2/COX7B/COX7C/COX5A/COX5B/COX6B1/PARK7/NDUFA12/COX7A2L/NDUFC1/NDUFA6/NDUFA4/NDUFA2/NDUFA1/CHCHD2/NDUFAB1/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/SDHC/SDHB/COX8A/COX6C/NDUFS7/COX6A1/NDUFV2/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/NDUFA3/PINK1/NDUFB5",44,"1"
"GO:0006119","oxidative phosphorylation","49/352","102/10170",0.480392156862745,13.8795120320856,24.7529425077766,6.76898557488276e-45,7.64895369961751e-42,6.84023805461836e-42,"COX4I1/GHITM/NDUFS5/NDUFS6/NDUFS8/UQCRC1/COX7A2/COX7B/COX7C/COX5A/COX5B/NDUFA11/NDUFA13/COX6B1/PARK7/NDUFA12/COX7A2L/NDUFC1/NDUFA6/NDUFA4/NDUFA2/NDUFA1/CHCHD2/NDUFAB1/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/SDHC/SDHB/COX8A/COX6C/NUPR1/NDUFS7/COX6A1/NDUFV2/RHOA/NDUFB11/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/NDUFA3/PINK1/NDUFB5",49,"1"
"GO:0019646","aerobic electron transport chain","41/352","69/10170",0.594202898550725,17.1677371541502,25.5147044119047,8.80098722919871e-43,7.45883667674591e-40,6.67022190002429e-40,"COX4I1/NDUFS5/NDUFS6/NDUFS8/UQCRC1/COX7A2/COX7B/COX7C/COX5A/COX5B/COX6B1/PARK7/COX7A2L/NDUFC1/NDUFA6/NDUFA4/NDUFA2/NDUFA1/NDUFAB1/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/SDHC/SDHB/COX8A/COX6C/NDUFS7/COX6A1/NDUFV2/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/NDUFA3/PINK1/NDUFB5",41,"1"
"GO:0022904","respiratory electron transport chain","45/352","90/10170",0.5,14.4460227272727,24.2596075620197,2.86840806331307e-42,1.94478066692626e-39,1.73916109944034e-39,"COX4I1/GHITM/NDUFS5/NDUFS6/NDUFS8/UQCRC1/COX7A2/COX7B/COX7C/COX5A/COX5B/COX6B1/PARK7/NDUFA12/COX7A2L/NDUFC1/NDUFA6/NDUFA4/NDUFA2/NDUFA1/CHCHD2/NDUFAB1/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/SDHC/SDHB/COX8A/COX6C/NDUFS7/COX6A1/NDUFV2/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/ETFB/NDUFA3/PINK1/NDUFB5",45,"1"
"GO:0022900","electron transport chain","45/352","98/10170",0.459183673469388,13.2667555658627,23.1038221194303,3.99874720832154e-40,2.25929217270167e-37,2.0204196420993e-37,"COX4I1/GHITM/NDUFS5/NDUFS6/NDUFS8/UQCRC1/COX7A2/COX7B/COX7C/COX5A/COX5B/COX6B1/PARK7/NDUFA12/COX7A2L/NDUFC1/NDUFA6/NDUFA4/NDUFA2/NDUFA1/CHCHD2/NDUFAB1/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/SDHC/SDHB/COX8A/COX6C/NDUFS7/COX6A1/NDUFV2/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/ETFB/NDUFA3/PINK1/NDUFB5",45,"1"
"GO:0009060","aerobic respiration","51/352","141/10170",0.361702127659574,10.4503143133462,21.3956721940888,4.51454607889065e-39,2.18633017249133e-36,1.95517183566994e-36,"COX4I1/GHITM/NDUFS5/NDUFS6/NDUFS8/UQCRC1/COX7A2/COX7B/COX7C/COX5A/COX5B/NDUFA11/NDUFA13/COX6B1/PARK7/NDUFA12/COX7A2L/NDUFC1/NDUFA6/NDUFA4/NDUFA2/NDUFA1/CHCHD2/NDUFAB1/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/SDHC/SDHB/COX8A/COX6C/NUPR1/NDUFS7/MDH2/MDH1/COX6A1/NDUFV2/RHOA/NDUFB11/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/NDUFA3/PINK1/NDUFB5",51,"1"
"GO:0045333","cellular respiration","53/352","177/10170",0.299435028248588,8.65129044684129,19.4434048580685,9.72581847294987e-36,4.12131557791251e-33,3.68557331606521e-33,"COX4I1/GHITM/NDUFS5/NDUFS6/NDUFS8/UQCRC1/COX7A2/COX7B/COX7C/COX5A/COX5B/NDUFA11/NDUFA13/COX6B1/PARK7/NDUFA12/COX7A2L/NDUFC1/NDUFA6/NDUFA4/NDUFA2/NDUFA1/CHCHD2/NDUFAB1/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/SDHC/SDHB/COX8A/COX6C/NUPR1/NDUFS7/PRELID1/MDH2/MDH1/COX6A1/NDUFV2/RHOA/NDUFB11/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/ETFB/NDUFA3/PINK1/NDUFB5",53,"1"
"GO:0006091","generation of precursor metabolites and energy","65/352","345/10170",0.188405797101449,5.44342885375494,15.8986570165864,1.40531573378865e-30,5.29335593060391e-28,4.73369510328808e-28,"COX4I1/ENO1/GHITM/NDUFS5/NDUFS6/NDUFS8/UQCRC1/COX7A2/COX7B/COX7C/COX5A/COX5B/NDUFA11/NDUFA13/COX6B1/PARK7/NDUFA12/GAPDH/COX7A2L/NDUFC1/TALDO1/NDUFA6/NDUFA4/NDUFA2/NDUFA1/EIF6/CHCHD2/NDUFAB1/PKM/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/SDHC/SDHB/COMT/COX8A/COX17/COX6C/NUPR1/NDUFS7/PRELID1/MDH2/MDH1/COX6A1/NDUFV2/TPI1/PGK1/RHOA/NDUFB11/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/ALDOA/LDHA/ETFB/NDUFA3/PINK1/NDUFB5/GALK1",65,"1"
"GO:1902600","proton transmembrane transport","39/352","110/10170",0.354545454545455,10.2435433884298,18.4558808543979,1.34216402002589e-29,4.54993602788777e-27,4.06887618702586e-27,"COX4I1/ATP6V0E1/GHITM/NDUFS5/NDUFS6/NDUFS8/UQCRC1/COX7B/COX5A/COX5B/COX6B1/NDUFA12/COX7A2L/NDUFC1/NDUFA6/NDUFA4/NDUFA2/NDUFA1/ATP6V0B/UQCR10/UQCRH/PHB2/COX8A/COX17/ATP6V1F/NDUFS7/NDUFV2/SLC25A3/SLC25A5/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/NDUFA3/CYB5A/NDUFB5",39,"1"
"GO:0015980","energy derivation by oxidation of organic compounds","54/352","246/10170",0.219512195121951,6.34215631929047,16.0597843478108,7.30257795470525e-29,2.25052175149553e-26,2.01257650809102e-26,"COX4I1/GHITM/NDUFS5/NDUFS6/NDUFS8/UQCRC1/COX7A2/COX7B/COX7C/COX5A/COX5B/NDUFA11/NDUFA13/COX6B1/PARK7/NDUFA12/COX7A2L/NDUFC1/NDUFA6/NDUFA4/NDUFA2/NDUFA1/CHCHD2/NDUFAB1/UQCR10/UQCR11/UQCRQ/UQCRH/UQCRB/SDHC/SDHB/COMT/COX8A/COX6C/NUPR1/NDUFS7/PRELID1/MDH2/MDH1/COX6A1/NDUFV2/RHOA/NDUFB11/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/ETFB/NDUFA3/PINK1/NDUFB5",54,"1"
"GO:0006754","ATP biosynthetic process","31/352","64/10170",0.484375,13.9945845170455,19.7452064836044,8.86157140593951e-29,2.50339392217791e-26,2.23871277623735e-26,"ENO1/NDUFS5/NDUFS6/NDUFS8/NDUFA11/NDUFA13/NDUFA12/NDUFC1/NDUFA6/NDUFA2/NDUFA1/NDUFAB1/SDHC/SDHB/NDUFS7/TMSB4X/NDUFV2/NDUFB11/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/ALDOA/NDUFA3/PINK1/NDUFB5/ATP5MK/ATP5MJ",31,"1"
"GO:0015986","proton motive force-driven ATP synthesis","27/352","48/10170",0.5625,16.2517755681818,20.0542673181355,1.55532675072061e-27,4.0558136038022e-25,3.62699679520271e-25,"NDUFS5/NDUFS6/NDUFS8/NDUFA11/NDUFA13/NDUFA12/NDUFC1/NDUFA6/NDUFA2/NDUFA1/NDUFAB1/SDHC/SDHB/NDUFS7/NDUFV2/NDUFB11/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/NDUFA3/NDUFB5/ATP5MK/ATP5MJ",27,"1"
"GO:0009206","purine ribonucleoside triphosphate biosynthetic process","31/352","72/10170",0.430555555555556,12.4396306818182,18.4441867319196,8.64694172530979e-27,2.0937951749143e-24,1.87242046382648e-24,"ENO1/NDUFS5/NDUFS6/NDUFS8/NDUFA11/NDUFA13/NDUFA12/NDUFC1/NDUFA6/NDUFA2/NDUFA1/NDUFAB1/SDHC/SDHB/NDUFS7/TMSB4X/NDUFV2/NDUFB11/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/ALDOA/NDUFA3/PINK1/NDUFB5/ATP5MK/ATP5MJ",31,"1"
"GO:0046034","ATP metabolic process","42/352","154/10170",0.272727272727273,7.87964876033058,16.2883994016237,1.38442020353038e-26,3.0863946963391e-24,2.7600735058086e-24,"ENO1/NDUFS5/NDUFS6/NDUFS8/NDUFA11/NDUFA13/NDUFA12/GAPDH/NDUFC1/NDUFA6/NDUFA2/NDUFA1/EIF6/TSPO/NDUFAB1/PKM/SDHC/SDHB/NUPR1/NDUFS7/TMSB4X/NDUFV2/TPI1/PGK1/FIS1/NDUFB11/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/ALDOA/LDHA/NDUFA3/PINK1/NDUFB5/GALK1/AK1/ATP5MK/ATP5MJ",42,"1"
"GO:0009145","purine nucleoside triphosphate biosynthetic process","31/352","73/10170",0.424657534246575,12.2692247820672,18.296087774328,1.45670546139899e-26,3.0863946963391e-24,2.7600735058086e-24,"ENO1/NDUFS5/NDUFS6/NDUFS8/NDUFA11/NDUFA13/NDUFA12/NDUFC1/NDUFA6/NDUFA2/NDUFA1/NDUFAB1/SDHC/SDHB/NDUFS7/TMSB4X/NDUFV2/NDUFB11/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/ALDOA/NDUFA3/PINK1/NDUFB5/ATP5MK/ATP5MJ",31,"1"
"GO:0042776","proton motive force-driven mitochondrial ATP synthesis","25/352","43/10170",0.581395348837209,16.797700845666,19.6556155853664,4.49027718784915e-26,8.95414098047565e-24,8.00742928854832e-24,"NDUFS5/NDUFS6/NDUFS8/NDUFA11/NDUFA13/NDUFA12/NDUFC1/NDUFA6/NDUFA2/NDUFA1/NDUFAB1/SDHC/SDHB/NDUFS7/NDUFV2/NDUFB11/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/NDUFA3/NDUFB5",25,"1"
"GO:0009144","purine nucleoside triphosphate metabolic process","44/352","180/10170",0.244444444444444,7.0625,15.538325023318,1.17383557006789e-25,2.21072365696119e-23,1.97698622327223e-23,"GUK1/ENO1/NDUFS5/NDUFS6/NDUFS8/NDUFA11/NDUFA13/NDUFA12/GAPDH/NDUFC1/NDUFA6/NDUFA2/NDUFA1/EIF6/TSPO/NDUFAB1/RAN/PKM/SDHC/SDHB/NUPR1/NDUFS7/TMSB4X/NDUFV2/TPI1/PGK1/FIS1/NDUFB11/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/ALDOA/LDHA/NDUFA3/PINK1/NDUFB5/GALK1/AK1/ATP5MK/ATP5MJ",44,"1"
"GO:0009152","purine ribonucleotide biosynthetic process","34/352","98/10170",0.346938775510204,10.0237708719852,16.9958222411338,1.51669689684933e-25,2.70610656858906e-23,2.41999283264602e-23,"GUK1/ENO1/NDUFS5/NDUFS6/NDUFS8/NDUFA11/NDUFA13/NDUFA12/NDUFC1/NDUFA6/NDUFA2/NDUFA1/NDUFAB1/APRT/SDHC/SDHB/NDUFS7/TMSB4X/NDUFV2/NDUFB11/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/ALDOA/NDUFA3/PINK1/NDUFB5/AK1/ATP5MK/ATP5MJ",34,"1"
"GO:0009201","ribonucleoside triphosphate biosynthetic process","31/352","78/10170",0.397435897435897,11.482736013986,17.5967421836171,1.71490373814421e-25,2.90676183615443e-23,2.59943303466069e-23,"ENO1/NDUFS5/NDUFS6/NDUFS8/NDUFA11/NDUFA13/NDUFA12/NDUFC1/NDUFA6/NDUFA2/NDUFA1/NDUFAB1/SDHC/SDHB/NDUFS7/TMSB4X/NDUFV2/NDUFB11/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/ALDOA/NDUFA3/PINK1/NDUFB5/ATP5MK/ATP5MJ",31,"1"
"GO:0009142","nucleoside triphosphate biosynthetic process","32/352","85/10170",0.376470588235294,10.8770053475936,17.3139333756431,2.12400540307112e-25,3.42875157924338e-23,3.06623336383199e-23,"ENO1/NDUFS5/NDUFS6/NDUFS8/NDUFA11/NDUFA13/NDUFA12/NDUFC1/NDUFA6/NDUFA2/NDUFA1/NDUFAB1/SDHC/SDHB/NDUFS7/TMSB4X/NDUFV2/NDUFB11/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/ALDOA/NDUFA3/PINK1/NDUFB5/AK1/ATP5MK/ATP5MJ",32,"1"
"GO:0009205","purine ribonucleoside triphosphate metabolic process","43/352","174/10170",0.247126436781609,7.13998824451411,15.4677798277871,2.6957573569683e-25,4.15391701823752e-23,3.7147278411812e-23,"ENO1/NDUFS5/NDUFS6/NDUFS8/NDUFA11/NDUFA13/NDUFA12/GAPDH/NDUFC1/NDUFA6/NDUFA2/NDUFA1/EIF6/TSPO/NDUFAB1/RAN/PKM/SDHC/SDHB/NUPR1/NDUFS7/TMSB4X/NDUFV2/TPI1/PGK1/FIS1/NDUFB11/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/ALDOA/LDHA/NDUFA3/PINK1/NDUFB5/GALK1/AK1/ATP5MK/ATP5MJ",43,"1"
"GO:0009199","ribonucleoside triphosphate metabolic process","43/352","181/10170",0.237569060773481,6.86385610246107,15.0716405078169,1.50798824341988e-24,2.22264354138844e-22,1.98764583114383e-22,"ENO1/NDUFS5/NDUFS6/NDUFS8/NDUFA11/NDUFA13/NDUFA12/GAPDH/NDUFC1/NDUFA6/NDUFA2/NDUFA1/EIF6/TSPO/NDUFAB1/RAN/PKM/SDHC/SDHB/NUPR1/NDUFS7/TMSB4X/NDUFV2/TPI1/PGK1/FIS1/NDUFB11/NDUFB10/NDUFB9/NDUFB7/NDUFB6/NDUFB4/NDUFB3/NDUFB2/ALDOA/LDHA/NDUFA3/PINK1/NDUFB5/GALK1/AK1/ATP5MK/ATP5MJ",43,"1"
