primerid,logFC,pvalue,padj,regulation
MALAT1,2.00127077652828,8.08162978232732e-89,9.87898424591691e-85,up
GOLGA8B,1.51108135592185,1.03898747329914e-28,6.04789660648034e-26,up
WSB1,1.43447773188573,4.29443578060148e-32,3.08795194012191e-29,up
NEAT1,1.43198087684149,8.78719783689034e-43,1.19349673731275e-39,up
COL4A3,1.38800363972214,3.80551779831255e-28,2.11448407120785e-25,up
ANKRD29,1.3777509721335,6.56935485526541e-34,5.01898710942277e-31,up
DENND3,1.23157168039499,9.75944275673497e-22,2.90974215264215e-19,up
GOLGA8A,1.18740151297173,6.32166631445009e-21,1.79711741925204e-18,up
DST,1.1757142943678,2.93978969916727e-25,1.33096256602299e-22,up
RTKN2,1.15655186072824,3.16722386753185e-16,5.77852903831483e-14,up
NKTR,1.12527208325178,2.12291966690566e-20,5.76679333516774e-18,up
RNF213,1.11595450049016,1.00190553094584e-18,2.18701664469321e-16,up
DDX17,1.11028900391281,3.38540102360223e-20,8.99633524185078e-18,up
INADL,1.08716511887971,5.23196613956463e-19,1.19151819201591e-16,up
LUC7L3,1.06731111569539,1.61993926906085e-18,3.47405923245612e-16,up
PNISR,1.03655132354632,3.38688192526783e-16,6.08841833154029e-14,up
EPB41L5,1.01848100140793,1.81319245969571e-15,2.91637692464741e-13,up
VEGFA,1.00001534712062,1.72828749483185e-15,2.81687817824327e-13,up
KCNQ1OT1,0.961304266205999,5.96901634612286e-16,1.02767965936628e-13,up
NCKAP5,0.953322092254719,4.58065570017408e-13,5.33275574085029e-11,up
SON,0.936962104694685,6.33730630323462e-16,1.07593378126028e-13,up
CENATAC,0.935312031086819,1.98361921044724e-19,4.8495522457014e-17,up
N4BP2L2,0.911559510850224,1.0338365438016e-13,1.30284720736399e-11,up
CFLAR,0.906348687786176,5.65257397780928e-15,8.2258409886596e-13,up
DAPK2,0.906213254448158,1.20914998955091e-12,1.31500263801726e-10,up
SCAI,0.904988708021911,5.04309809983269e-14,6.77437705190711e-12,up
MLLT4,0.898828591578729,6.46323136908692e-12,6.58387835464321e-10,up
SFTPC,0.867539453865644,5.27380234302342e-06,0.000173765390407327,up
ZNF431,0.86414976841524,6.53844233314047e-12,6.60544785787678e-10,up
LAMA5,0.860150941365036,1.0997285481709e-11,1.07544654182729e-09,up
LAMA3,0.837398810194187,1.11165212625499e-10,9.91885809586935e-09,up
