primerid,logFC,pvalue,padj,regulation
A2M,,0.00840930889866445,0.0703717769690974,stable
A4GALT,,0.247313921824308,0.5955802561821,stable
ABCA10,,0.0599005017774718,0.267040019594389,stable
ABCB6,,0.0579525208525381,0.26159956237128,stable
ABCC9,,0.256005166850342,0.605535441094927,stable
ABTB2,,0.431999674657397,0.776020122776795,stable
ACD,,0.0115829025860672,0.0881627653873506,stable
ACOT11,,0.374070567187108,0.728124012134684,stable
ACOXL,,0.317422022907358,0.672239571728958,stable
ACP3,,0.382459919799749,0.735092776671719,stable
ACPL2,,0.0565980307249898,0.25825096214344,stable
ACTR3B,,0.116323650539283,0.396636068114978,stable
ADCY3,,0.184948160920177,0.511804979788612,stable
AGBL3,,0.409871415486419,0.757983083646897,stable
AGPAT5,,0.242666420358456,0.590219501140581,stable
AKAP5,,0.0313802084065909,0.177588734982485,stable
ALDH1B1,,0.172012235062228,0.491739373573591,stable
ALDOC,,0.329169199524268,0.684413562689577,stable
ALG10,,0.387407211822521,0.737872508151838,stable
ALOX5,,0.0942070731055097,0.351844565121219,stable
AMDHD1,,0.449529502885046,0.790427020032625,stable
ANGPT2,,0.543109000503833,0.863998493253365,stable
ANGPTL2,,0.216788534463327,0.556673671680762,stable
ANK2,,0.36153434735226,0.716271614592224,stable
ANKDD1B,,0.359096000562543,0.713666928271213,stable
ANTXR1,,0.0116545662050903,0.0884175194139529,stable
ANTXR2,,0.090912992561762,0.344275223381344,stable
AP1G2-AS1,,0.0731235033818631,0.304034593653026,stable
AP4B1,,0.0348686683728106,0.190692749646042,stable
APBA3,,0.0211782280234244,0.135967783276439,stable
APITD1,,0.143430996846992,0.4461324441368,stable
APOBEC3F,,0.20133100441523,0.537040972249102,stable
APOL4,,0.22356263742317,0.565803246347997,stable
APOLD1,,0.340792342777639,0.697212652403993,stable
AQP5-AS1,,0.256613331073026,0.606387272189575,stable
ARHGAP10,,0.387032393324805,0.737797314054397,stable
ARHGAP28,,0.22482410987556,0.567585691680885,stable
ARHGAP39,,0.301831910148349,0.657798764423859,stable
ARHGEF38,,0.0843314535515322,0.328832381548164,stable
ARL15,,0.178132379284202,0.503465943206957,stable
ARRDC3-AS1,,0.20745484444945,0.543374334379703,stable
ASAH2B,,0.109238125839816,0.383714612145378,stable
ASMTL-AS1,,0.307659877151094,0.663052598430003,stable
ATP13A4-AS1,,0.44994429887315,0.791042587289715,stable
ATP5F1EP2,,0.000133984185737465,0.00266312631943866,stable
ATP5L2,,0.118586059541238,0.401105697795267,stable
ATP6V0A4,,0.240634796516551,0.587606016416124,stable
ATP8B1-AS1,,0.105532656982003,0.375473447142005,stable
B3GALTL,,0.0407074195188486,0.21094001534481,stable
B3GNTL1,,0.15786601702606,0.470504436840369,stable
BCL2,,0.337090996172467,0.693353581896724,stable
BCL2A1,,0.0890862002484749,0.339778381228505,stable
BCL9,,0.199143644627697,0.533260002613137,stable
BICDL3P,,0.00025557685373316,0.00459436979416787,stable
BLOC1S3,,0.0812003704841285,0.322375228580054,stable
BMAL2,,0.278087849798429,0.631140125672987,stable
BMPER,,0.284225682059339,0.638554445413226,stable
BNAT1,,0.312634765931588,0.667771327807451,stable
BOK-AS1,,0.252063124950485,0.601213588174581,stable
BOLA2B,,0.216754705099959,0.556673671680762,stable
BTG1-DT,,0.206088395879651,0.542001839766104,stable
BTK,,0.215193072166992,0.554467955654851,stable
BYSL,,0.0343800721673972,0.189051732871913,stable
C10orf10,,0.0308790555093527,0.175567445498152,stable
C10orf2,,0.498039254216411,0.830223897932825,stable
C11orf65,,0.47774522997159,0.81412786623226,stable
C12orf60,,0.109436213634754,0.384299992953529,stable
C15orf37,,0.119646283425187,0.402575328541008,stable
C16orf86,,0.311369557715274,0.666879016095719,stable
C16orf95-DT,,0.234757624274034,0.580084333763047,stable
C17orf49,,0.0736786029811901,0.305718683924667,stable
C17orf58,,0.154601214082262,0.46596786237211,stable
C17orf67,,0.14418948771979,0.447013009862216,stable
C19orf59,,0.0555529774597609,0.254814107492727,stable
C19orf73,,0.103817938018729,0.372131690940705,stable
C1QTNF1,,0.169930212565148,0.488725129916486,stable
C1QTNF4,,0.33318060588554,0.689487002936319,stable
C1QTNF9B-AS1,,0.490668014854658,0.82525346343093,stable
C1orf233,,0.0945268640624443,0.352500422910104,stable
C1orf54,,0.117010001414623,0.397424356013435,stable
C21orf67,,0.378255596247408,0.731631740091267,stable
C21orf91,,0.041919456322396,0.214313439600573,stable
C4orf19,,0.424840312988528,0.770775401591854,stable
C4orf46,,0.381018250292012,0.734146004459852,stable
C5orf28,,0.00459576898507894,0.045305387156133,stable
C5orf55,,0.0105925726794325,0.0826266895783837,stable
C9orf169,,0.281469364150608,0.635750463299526,stable
C9orf40,,0.492850338963248,0.826646891257786,stable
CACHD1,,0.272611116781509,0.625959448854881,stable
CAND2,,0.471458870120615,0.808471634218201,stable
CASC10,,0.411375871531931,0.759164715870397,stable
CASTOR2,,0.223730458689587,0.565994023292616,stable
CASTOR3P,,0.177129129897692,0.501790610398468,stable
CATSPER2,,0.291335854957217,0.645936696875536,stable
CBLC,,0.162350997520958,0.476146495608491,stable
CBLL1-AS1,,0.233976861152901,0.579282276396552,stable
CCDC121,,0.120299840561187,0.403995948082405,stable
CCDC138,,0.271084642754992,0.624291385274496,stable
CCDC170,,0.207827146324333,0.543654594071649,stable
CCDC37,,0.23992598564936,0.586923203637739,stable
CCDC71L,,0.0635661160001064,0.277115621250107,stable
CCL21,,0.0074181536014574,0.0644488341323491,stable
CCL4L2,,0.175343589371415,0.498001867211009,stable
CCNB1,,0.166935403359602,0.483558855608477,stable
CCNE2,,0.290511259532936,0.645318998905378,stable
CCNF,,0.806231890924538,0.994329783993915,stable
CCR3,,0.304328592510529,0.659711423097837,stable
CCRL2,,0.429290368065966,0.773760757776226,stable
CCSAP,,0.272564975608061,0.625959448854881,stable
CD244,,0.114853399551982,0.393735336288327,stable
CD36,,0.181682159005406,0.508765437803439,stable
CD3E,,0.325961708313114,0.681338891493124,stable
CD63-AS1,,0.097907502418819,0.359729879641612,stable
CDKN2A,,0.0734920459199255,0.305151755884908,stable
CDKN2B-AS1,,0.114331496803803,0.393552594727028,stable
CDKN2D,,0.0762086474345109,0.311459213052311,stable
CDR2,,0.0389009578266039,0.204351228393814,stable
CENPH,,0.16419521483549,0.478798260054636,stable
CENPN,,0.261549286150026,0.614083735612093,stable
CENPP,,0.335190947369866,0.69189026353415,stable
CENPV,,0.206217147985019,0.542107186444918,stable
CEP19,,0.276547284649525,0.630127757098773,stable
CEP72,,0.491166829021017,0.825396459493049,stable
CERS6,,0.178759680795285,0.504073434380984,stable
CFAP144,,0.0607171294719555,0.269599052184956,stable
CFAP184,,0.520015005413869,0.845076233206479,stable
CFAP263,,0.177910622280138,0.503071812804166,stable
CFAP276,,0.0587781047670523,0.263878771872906,stable
CFAP418,,0.293597789459908,0.647915729131534,stable
CFAP90,,0.0546530314678943,0.251915028907821,stable
CFH,,0.0139711979235541,0.100400977909781,stable
CFTR,,0.192700695608568,0.524659282661695,stable
CHAC2,,0.0676274919970566,0.288443287568744,stable
CHADL,,0.023436542069302,0.145795567559872,stable
CHAF1A,,0.103379343201022,0.371460638239062,stable
CHDH,,0.354601092773104,0.709200480257811,stable
CHI3L1,,0.195213193875663,0.527356040206875,stable
CHIA,,0.250435170626298,0.600360006688649,stable
CHKB-AS1,,0.243661689023767,0.591409518921095,stable
CHTF18,,0.383518262052443,0.735620323696956,stable
CIBAR2,,0.0544603788905089,0.251705374589669,stable
CMC4,,0.387106406385557,0.737797314054397,stable
CNBD2,,0.0117090102452224,0.0886808805685242,stable
COL4A6,,0.272815887171537,0.62603743284867,stable
COL6A3,,0.256202404046468,0.605767541018186,stable
COX7A1,,0.136589639357049,0.433118482879524,stable
CPOX,,0.0394741036359433,0.20656311765658,stable
CREB5,,0.302034828758838,0.657912334745557,stable
CREM,,0.00557338511662693,0.052206175989002,stable
CRIM1,,0.214538756042795,0.5541330905037,stable
CRYBB2,,0.183790315823781,0.510983256184483,stable
CSGALNACT1,,0.182653578039117,0.510041257193226,stable
CST5,,0.0387255922943929,0.203868062104504,stable
CSTA,,0.151419701121163,0.460650594232937,stable
