"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","focal_group"
"GO:0061061","muscle structure development","40/253","416/10170",0.0961538461538462,3.86515658254789,9.53043840212378,1.05511288976135e-13,3.55784066427526e-10,2.79327254499978e-10,"MBNL1/LGALS1/TAGLN/DDIT3/PRKAR1A/LMNA/KRT8/PLEKHO1/ACTN4/YBX1/YBX3/CFLAR/ACTB/CFL2/CTNNB1/ITGB1/CD81/NFATC3/MEF2A/NUPR1/QKI/EHD1/ACTG1/VEGFA/MYH9/CAPN2/FLNB/MYL6/KRT19/HOPX/COPRS/PDLIM2/NRG1/CSRP1/GJA1/CAV2/TNNC1/EHD2/BMP2/ANKRD1",40,"2"
"GO:0030036","actin cytoskeleton organization","43/253","498/10170",0.0863453815261044,3.4708795656936,9.03061511136404,4.74798709767686e-13,8.00510624668318e-10,6.28483555297752e-10,"MYO1C/CAP1/CAPG/PRKAR1A/PHPT1/KRT8/EPB41L3/ACTN4/EZR/RHOBTB2/ARF6/TMSB10/ARPC5/CFLAR/ARPC5L/ACTB/ROCK2/CFL2/ITGB1/MEF2A/ARPC2/RGCC/IQGAP1/TMSB4X/DSTN/ARPC1B/NEDD9/RHOQ/ACTG1/RDX/MYH9/FLNA/FLNB/CFL1/KRT19/NCKAP1/TACSTD2/PDLIM2/CSRP1/CTTN/PHLDB2/EHD2/ANKRD1",43,"2"
"GO:0051146","striated muscle cell differentiation","23/253","167/10170",0.137724550898204,5.53620032661949,9.44049038667469,2.03283689045333e-11,2.28490866486954e-08,1.79388939631232e-08,"PRKAR1A/LMNA/KRT8/PLEKHO1/YBX1/CFLAR/CFL2/ITGB1/CD81/MEF2A/EHD1/ACTG1/VEGFA/MYH9/CAPN2/KRT19/HOPX/NRG1/CSRP1/CAV2/EHD2/BMP2/ANKRD1",23,"2"
"GO:0042692","muscle cell differentiation","27/253","238/10170",0.113445378151261,4.56023516125818,8.8768327173278,3.45090793747373e-11,2.90911539129035e-08,2.28395617440695e-08,"PRKAR1A/LMNA/KRT8/PLEKHO1/ACTN4/YBX1/CFLAR/CFL2/CTNNB1/ITGB1/CD81/NFATC3/MEF2A/QKI/EHD1/ACTG1/VEGFA/MYH9/CAPN2/KRT19/HOPX/NRG1/CSRP1/CAV2/EHD2/BMP2/ANKRD1",27,"2"
"GO:0030239","myofibril assembly","10/253","33/10170",0.303030303030303,12.1810995328782,10.2753349541971,4.2537938768515e-09,2.86875859054865e-06,2.25227191584874e-06,"PRKAR1A/KRT8/CFLAR/CFL2/ITGB1/MEF2A/ACTG1/KRT19/CSRP1/ANKRD1",10,"2"
"GO:0010927","cellular component assembly involved in morphogenesis","13/253","70/10170",0.185714285714286,7.4652738565782,8.66930906913718,1.38108419250322e-08,6.65287985302978e-06,5.22319811149713e-06,"PRKAR1A/AGFG1/KRT8/EPB41L3/CFLAR/CFL2/ITGB1/MEF2A/ACTG1/KRT19/CSRP1/PHLDB2/ANKRD1",13,"2"
"GO:0032989","cellular anatomical entity morphogenesis","13/253","70/10170",0.185714285714286,7.4652738565782,8.66930906913718,1.38108419250322e-08,6.65287985302978e-06,5.22319811149713e-06,"PRKAR1A/AGFG1/KRT8/EPB41L3/CFLAR/CFL2/ITGB1/MEF2A/ACTG1/KRT19/CSRP1/PHLDB2/ANKRD1",13,"2"
"GO:0007015","actin filament organization","27/253","319/10170",0.0846394984326019,3.40230711090736,6.96294454679432,2.34894656909121e-08,9.90080978871945e-06,7.77315871218999e-06,"MYO1C/CAP1/CAPG/EZR/RHOBTB2/ARF6/TMSB10/ARPC5/ARPC5L/ROCK2/CFL2/ARPC2/RGCC/IQGAP1/TMSB4X/DSTN/ARPC1B/NEDD9/RHOQ/ACTG1/RDX/FLNA/CFL1/NCKAP1/TACSTD2/CTTN/PHLDB2",27,"2"
"GO:0045214","sarcomere organization","8/253","23/10170",0.347826086956522,13.9817838116515,9.95494094230581,4.66213502103606e-08,1.74674658788151e-05,1.37137655881938e-05,"PRKAR1A/KRT8/CFL2/ITGB1/ACTG1/KRT19/CSRP1/ANKRD1",8,"2"
"GO:0055002","striated muscle cell development","13/253","80/10170",0.1625,6.53211462450593,7.93413906115138,7.34841030937854e-08,2.47788395632244e-05,1.94539493979864e-05,"PRKAR1A/LMNA/KRT8/CFLAR/CFL2/ITGB1/MEF2A/ACTG1/VEGFA/KRT19/CSRP1/CAV2/ANKRD1",13,"2"
