primerid,logFC,pvalue,padj,regulation
ABCA10,,0.00712726696421296,0.0881520576076871,stable
ABHD6,,0.0157182457504125,0.148074737341607,stable
ACAP1,,0.012527401777628,0.12886366061918,stable
ACOT1,,0.0628174049708701,0.334081986834164,stable
ACSM3,,0.0144889715472971,0.140343255304406,stable
ADCY7,,0.0141814766357282,0.138572638205549,stable
ADH1C,,0.0513380756660955,0.301564938463408,stable
ADRBK2,,0.00485103396036417,0.0692745784246397,stable
AFF3,,0.0105197436967006,0.115708746529731,stable
AK8,,0.115002492655233,0.45129710119344,stable
ALDOC,,0.129127740333101,0.474340730133598,stable
ALG10,,0.148724193684121,0.50540406204228,stable
AMDHD1,,0.0957009413296486,0.414986983616043,stable
ANKDD1B,,0.0532854826263277,0.308263616452115,stable
APOBEC3G,,0.102884426377321,0.428114475336784,stable
APRG1,,0.1070344314035,0.437319769881279,stable
ARHGAP10,,0.102312630635986,0.427231706995058,stable
ARHGEF19,,0.075929020043952,0.370078285892053,stable
ASIC3,,0.0338760500911742,0.23707810602001,stable
ATAD5,,0.0593569478351798,0.323058577092444,stable
BEND3,,0.13973634568981,0.491267497760205,stable
BICRA-AS2,,0.050091755792066,0.296639282061541,stable
BMAL2,,0.0545078007049139,0.31106599244485,stable
BNAT1,,0.105346168799917,0.433878560448175,stable
C11orf48,,0.147383411284211,0.503553019758064,stable
C12orf55,,0.138564611415422,0.489400118446148,stable
C19orf81,,0.0846232126656745,0.391736932655024,stable
C1QTNF3,,0.0763723289309256,0.371055385076166,stable
C1orf145,,0.149361266435531,0.505984078011024,stable
C1orf204,,0.0772642597278682,0.37309381765758,stable
C21orf67,,0.144956860769249,0.501345793213273,stable
C3orf83,,0.16694366208161,0.533566189497038,stable
C7orf25,,0.152381163039965,0.511030819478884,stable
C9orf40,,0.0711788229508509,0.356886764459066,stable
CACHD1,,0.0710512925956401,0.356616267857855,stable
CACNA1S,,0.129728662586117,0.47493356437637,stable
CALCRL,,0.100598794757327,0.424041264521917,stable
CAMK1D,,0.0252112955317748,0.199238610130139,stable
CAMKK1,,0.0662571956016131,0.343724621990791,stable
CAND2,,0.129814565696312,0.475105763793929,stable
CASTOR2,,0.106316572207474,0.43567340887166,stable
CBLN3,,0.170431422207372,0.539589149200445,stable
CCDC11,,0.195416517992773,0.573041060868351,stable
CCDC134,,0.0581657144031051,0.320711634128803,stable
CCDC170,,0.126239430948149,0.470907116423916,stable
CCDC40,,0.0213680106397325,0.179274236142821,stable
CCDC64,,0.0276276641991954,0.210174664232525,stable
CCNF,,0.149170401450317,0.50580092951082,stable
CD68,,0.0930300966199579,0.408917619950509,stable
CD7,,0.137452803322159,0.487021179075382,stable
CDKN2A,,0.0830060146464704,0.387793903642179,stable
CDKN2B-AS1,,0.0514635603764602,0.302011791666754,stable
CENPP,,0.127379306995678,0.471858253025555,stable
CEP152,,0.0144141648057677,0.139840278242623,stable
CES1,,0.0131059140992944,0.131287330097952,stable
CFAP184,,0.162384935541576,0.526104811041671,stable
CFTR,,0.108870848817602,0.44009168516745,stable
CHIA,,0.14749997625826,0.503553019758064,stable
CKMT2-AS1,,0.00823940234465203,0.0972185851940409,stable
CLEC14A,,0.115919726314165,0.453900606864122,stable
CMTM3,,0.107642640462632,0.438169709295774,stable
CNFN,,0.0469921619347792,0.285102758111971,stable
CNTLN,,0.0978492948698741,0.418830373466974,stable
COLEC12,,0.0629237952723141,0.334081986834164,stable
CP,,0.116868373470228,0.455148430663284,stable
CRIM1,,0.03573764823133,0.24391792963695,stable
CRTAC1,,0.0129520369979621,0.130524072764294,stable
CRYBB2,,0.0497195297080863,0.294891572611182,stable
CRYGS,,0.0436116602013993,0.273177720083879,stable
CTA-204B4.2,,0.0785663765643775,0.377810931204937,stable
CTA-211A9.5,,0.158438092534734,0.520491062387687,stable
CTAG2,,0.11445301781902,0.449898394134945,stable
CTSW,,0.075511202679998,0.369203170637584,stable
CU638689.5,,0.0544818112043167,0.311062895918528,stable
CYP2A7,,0.0969906332752829,0.417251311360535,stable
